LATITUDE,LONGITUDE,ACQ_DATE,ACQ_TIME,SATELLITE,FRP,DAYNIGHT,initialdat,area_ha,id,days_diff,layer,path
40.3248200000,-6.4049700000,2023-05-19,"1219",N20,21.3100000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2344400000,-6.5241000000,2023-05-19,"1219",N20,20.9400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3230000000,-6.4109800000,2023-05-19,"1219",N20,32.0400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3188100000,-6.4248000000,2023-05-19,"1219",N20,10.2000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3039700000,-6.4514500000,2023-05-19,"1219",N20,16.0100000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2639400000,-6.4721300000,2023-05-19,"1219",N20,10.4500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3077400000,-6.3288600000,2023-05-19,"1219",N20,9.5900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2696600000,-6.4755000000,2023-05-19,"1219",N20,15.4000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2677600000,-6.4817000000,2023-05-19,"1219",N20,16.0900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2651700000,-6.5122400000,2023-05-19,"1219",N20,8.8000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2771100000,-6.4953100000,2023-05-19,"1219",N20,14.6800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2945400000,-6.4382100000,2023-05-19,"1219",N20,7.8300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2749700000,-6.5023100000,2023-05-19,"1219",N20,14.6800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2729000000,-6.5091000000,2023-05-19,"1219",N20,7.7900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3005000000,-6.4407600000,2023-05-19,"1219",N20,7.8300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2887500000,-6.4793200000,2023-05-19,"1219",N20,14.6200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2864500000,-6.4868700000,2023-05-19,"1219",N20,17.0200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3018500000,-6.4363200000,2023-05-19,"1219",N20,7.8300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2992600000,-6.4448200000,2023-05-19,"1219",N20,9.7500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2978600000,-6.4494200000,2023-05-19,"1219",N20,9.7500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2916600000,-6.4697700000,2023-05-19,"1219",N20,14.6200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2844100000,-6.4935500000,2023-05-19,"1219",N20,17.0200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2805500000,-6.5061800000,2023-05-19,"1219",N20,14.6800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2824400000,-6.4999900000,2023-05-19,"1219",N20,14.6800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3341300000,-6.3522300000,2023-05-19,"1219",N20,18.2700000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3329700000,-6.3560500000,2023-05-19,"1219",N20,16.9500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2995800000,-6.4658800000,2023-05-19,"1219",N20,47.6000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3319000000,-6.3595500000,2023-05-19,"1219",N20,16.9500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3022400000,-6.4571400000,2023-05-19,"1219",N20,47.6000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2516300000,-6.4264600000,2023-05-19,"1219",N20,5.0200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2243300000,-6.5129100000,2023-05-19,"1219",N20,30.7500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2261800000,-6.5069200000,2023-05-19,"1219",N20,7.7000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2505800000,-6.4277300000,2023-05-19,"1219",N20,4.1300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2524200000,-6.4217400000,2023-05-19,"1219",N20,10.6200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2223800000,-6.5192500000,2023-05-19,"1219",N20,30.7500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2689200000,-6.4808500000,2023-05-19,"1219",N20,9.0200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2707300000,-6.4748300000,2023-05-19,"1219",N20,9.0200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2633400000,-6.4770200000,2023-05-19,"1219",N20,9.0200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2650300000,-6.4713700000,2023-05-19,"1219",N20,9.0200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3081700000,-6.3274000000,2023-05-19,"1219",N20,8.2200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2494000000,-6.4785600000,2023-05-19,"1219",N20,3.7700000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2260100000,-6.5337700000,2023-05-19,"1219",N20,35.4700000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2540000000,-6.4409600000,2023-05-19,"1219",N20,4.0900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2643400000,-6.4065800000,2023-05-19,"1219",N20,5.7800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2660600000,-6.4008800000,2023-05-19,"1219",N20,5.7800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2279400000,-6.5273700000,2023-05-19,"1219",N20,52.7300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2201800000,-6.5306700000,2023-05-19,"1219",N20,35.4700000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2220200000,-6.5245800000,2023-05-19,"1219",N20,52.7300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2239300000,-6.5182700000,2023-05-19,"1219",N20,52.7300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2258200000,-6.5120100000,2023-05-19,"1219",N20,10.0800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2534000000,-6.4205900000,2023-05-19,"1219",N20,5.0200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2198100000,-6.5095300000,2023-05-19,"1219",N20,3.2700000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2454500000,-6.4246600000,2023-05-19,"1219",N20,3.0000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2160900000,-6.5218400000,2023-05-19,"1219",N20,10.2900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2233400000,-6.4755300000,2023-05-19,"1219",N20,4.3000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2634600000,-6.4077400000,2023-05-19,"1219",N20,12.1400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2652000000,-6.4020800000,2023-05-19,"1219",N20,12.3100000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2186300000,-6.5313900000,2023-05-19,"1219",N20,125.4900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2207400000,-6.5221500000,2023-05-19,"1359",N20,6.5400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3247800000,-6.4124500000,2023-05-19,"1359",N20,96.5500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3230700000,-6.4371100000,2023-05-19,"1359",N20,8.8800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3252800000,-6.4052800000,2023-05-19,"1359",N20,28.3000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3258100000,-6.3976600000,2023-05-19,"1359",N20,28.3000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3243100000,-6.4191700000,2023-05-19,"1359",N20,96.5500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3183100000,-6.4357200000,2023-05-19,"1359",N20,8.8800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2212100000,-6.5155100000,2023-05-19,"1359",N20,8.1700000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2202500000,-6.5289800000,2023-05-19,"1359",N20,6.5400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2197700000,-6.5357200000,2023-05-19,"1359",N20,6.8600000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2288600000,-6.4760600000,2023-05-19,"1359",N20,6.8000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2283900000,-6.4826300000,2023-05-19,"1359",N20,6.2300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2250500000,-6.5295500000,2023-05-19,"1359",N20,16.4200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2245600000,-6.5362500000,2023-05-19,"1359",N20,9.0400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2298400000,-6.5301300000,2023-05-19,"1359",N20,16.4200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2293600000,-6.5367600000,2023-05-19,"1359",N20,9.0400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2472000000,-6.4229900000,2023-05-19,"1359",N20,5.6100000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2494900000,-6.5258400000,2023-05-19,"1359",N20,7.6800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2510300000,-6.4243100000,2023-05-19,"1359",N20,15.7800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2491300000,-6.5262300000,2023-05-19,"1359",N20,9.1900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2672000000,-6.4733100000,2023-05-19,"1359",N20,29.2600000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2667400000,-6.4801200000,2023-05-19,"1359",N20,29.2600000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2644300000,-6.5144700000,2023-05-19,"1359",N20,7.0400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2783800000,-6.3787500000,2023-05-19,"1359",N20,2.3900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2715800000,-6.4802300000,2023-05-19,"1359",N20,29.2600000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2744800000,-6.5090300000,2023-05-19,"1359",N20,35.0700000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2797400000,-6.5028300000,2023-05-19,"1359",N20,16.8800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2801700000,-6.4965200000,2023-05-19,"1359",N20,16.8800000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2792800000,-6.5095800000,2023-05-19,"1359",N20,35.0700000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2854400000,-6.4902900000,2023-05-19,"1359",N20,38.0500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2850000000,-6.4966700000,2023-05-19,"1359",N20,27.7100000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.2963000000,-6.4732600000,2023-05-19,"1359",N20,9.0600000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3015000000,-6.4680800000,2023-05-19,"1359",N20,16.7300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3027900000,-6.4493500000,2023-05-19,"1359",N20,13.1000000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3018800000,-6.4626200000,2023-05-19,"1359",N20,16.7300000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3011300000,-6.4735800000,2023-05-19,"1359",N20,9.0600000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3076400000,-6.4495100000,2023-05-19,"1359",N20,12.4900000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3139500000,-6.4284000000,2023-05-19,"1359",N20,10.5400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3200200000,-6.4108700000,2023-05-19,"1359",N20,96.5500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3195600000,-6.4175900000,2023-05-19,"1359",N20,96.5500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3331900000,-6.3614700000,2023-05-19,"1359",N20,7.1200000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3315600000,-6.3849000000,2023-05-19,"1359",N20,10.1500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3310800000,-6.3918600000,2023-05-19,"1359",N20,10.1500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3305900000,-6.3989200000,2023-05-19,"1359",N20,197.2400000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.3364100000,-6.3852800000,2023-05-19,"1359",N20,10.1500000000,D,2023-05-17,"10843","216799","2",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
40.5780900000,-8.5615200000,2023-05-18,"1420",N20,7.3300000000,D,2023-05-18,"86","216316","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
34.8016500000,33.2971200000,2023-05-17,"1115",N20,55.3600000000,D,2023-05-17,"172","216328","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
34.7975100000,33.2979700000,2023-05-17,"1115",N20,1.2400000000,D,2023-05-17,"172","216328","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
37.2579500000,37.1138000000,2023-08-26,"0941",N20,8.6400000000,D,2023-08-26,"43","219414","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
38.9844600000,-5.7051000000,2023-06-13,"1253",N20,4.4400000000,D,2023-06-13,"27","216643","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
38.7859500000,28.9866900000,2023-09-24,"1038",N20,7.9600000000,D,2023-09-24,"23","221517","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
37.2976100000,-6.6699500000,2023-08-05,"1257",N20,101.6400000000,D,2023-08-05,"16","218589","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
32.7769800000,22.3670900000,2023-06-15,"1210",N20,19.9900000000,D,2023-06-15,"11","216725","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
32.7774800000,22.3737100000,2023-06-15,"1210",N20,19.9900000000,D,2023-06-15,"11","216725","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
32.7801600000,22.3672700000,2023-06-15,"1210",N20,15.0300000000,D,2023-06-15,"11","216725","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
32.7807000000,22.3738600000,2023-06-15,"1210",N20,18.6900000000,D,2023-06-15,"11","216725","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
32.7757700000,22.3744400000,2023-06-15,"1210",N20,10.6700000000,D,2023-06-15,"11","216725","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3111100000,33.5229700000,2023-07-16,"2309",N20,4.4500000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3131500000,33.5215200000,2023-07-16,"2309",N20,1.5500000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3127000000,33.5262700000,2023-07-16,"2309",N20,1.5500000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3086100000,33.5249800000,2023-07-16,"2309",N20,4.3400000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3081400000,33.5298000000,2023-07-16,"2309",N20,15.2700000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3090700000,33.5201800000,2023-07-16,"2309",N20,4.3400000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3045100000,33.5238000000,2023-07-16,"2309",N20,4.3400000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3040200000,33.5288500000,2023-07-16,"2309",N20,15.2700000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
36.3058500000,33.5098800000,2023-07-16,"2309",N20,3.6200000000,N,2023-07-16,"961","217152","0",short_af_viirs_j1v,/home/sg/Desktop/validated_af/short_af_viirs_j1v.shp|layername=short_af_viirs_j1v
